"","age","job","marital","education","default","housing","loan","contact","month","day_of_week","duration","campaign","poutcome","predicted_y","bmodtest1","bmodtest1_y"
"1526",35,1,1,2,0,0,0,1,6,1,91,2,1,"0","0","0"
"1527",47,9,1,5,1,2,0,0,3,3,362,2,1,"0","0","0"
"1528",39,7,1,0,0,0,0,1,6,2,126,2,1,"0","0","0"
"1529",51,1,1,5,0,0,2,1,6,3,554,2,1,"0","0","0"
"1530",40,7,1,0,1,2,0,0,3,4,205,1,1,"0","0","0"
"1531",54,0,1,3,0,2,0,1,4,2,243,1,1,"0","0","0"
"1532",34,0,1,6,0,0,0,0,1,2,55,1,1,"0","0","0"
"1533",46,1,1,1,1,2,0,0,1,3,143,1,1,"0","0","0"
"1534",40,0,2,3,0,2,0,1,6,2,554,2,1,"0","0","0"
"1535",42,2,1,1,0,0,0,1,6,1,204,1,1,"0","0","0"
"1536",33,0,1,6,0,2,0,0,0,2,124,1,1,"0","0","0"
"1537",45,1,1,7,0,2,0,0,0,2,263,1,1,"1","1","1"
"1538",30,0,1,3,0,2,0,0,6,1,36,5,1,"0","0","0"
"1539",33,9,2,5,0,0,0,0,3,2,165,1,1,"0","0","0"
"1540",47,1,2,1,1,0,0,0,6,4,408,2,0,"0","0","0"
"1541",50,2,1,2,0,2,0,1,4,2,119,1,1,"0","0","0"
"1542",28,4,2,6,0,2,0,0,6,3,245,1,1,"0","0","0"
"1543",45,1,0,2,0,2,0,1,4,1,287,1,1,"0","0","0"
"1544",55,11,1,0,0,0,2,0,3,2,185,1,1,"1","1","1"
"1545",44,4,1,1,0,2,2,0,0,4,154,1,1,"0","0","0"
"1546",51,0,0,3,0,0,2,0,7,2,64,1,1,"0","0","0"
"1547",29,0,2,3,0,2,0,0,7,0,176,2,2,"0","0","0"
"1548",33,3,1,0,0,1,1,1,6,3,129,5,1,"0","0","0"
"1549",44,4,1,3,1,0,0,1,3,1,137,1,1,"0","0","0"
"1550",41,1,1,2,0,2,0,0,6,3,243,1,0,"0","0","0"
"1551",33,9,1,5,0,2,0,1,4,2,201,1,1,"0","0","0"
"1552",36,1,1,2,0,0,0,0,1,1,153,2,0,"0","0","0"
"1553",48,0,1,6,0,2,0,0,7,4,288,1,1,"0","0","0"
"1554",29,10,0,6,0,2,0,0,3,1,148,2,1,"0","0","0"
"1555",37,1,1,2,0,2,0,1,6,1,138,1,1,"0","0","0"
"1556",47,10,1,3,0,0,0,0,7,3,94,1,1,"0","0","0"
"1557",54,7,0,3,1,2,0,1,6,0,216,1,1,"0","0","0"
"1558",37,2,0,6,0,2,2,1,6,2,71,1,1,"0","0","0"
"1559",53,4,1,6,1,1,1,1,6,2,135,2,1,"0","0","0"
"1560",54,0,0,3,0,0,2,0,3,3,129,4,1,"0","0","0"
"1561",26,8,2,5,0,2,0,0,9,4,316,1,2,"1","1","1"
"1562",48,3,1,0,1,2,2,0,1,3,307,4,1,"0","0","0"
"1563",28,0,2,3,0,0,0,1,4,4,284,5,1,"0","0","0"
"1564",49,9,1,5,0,2,2,0,1,2,36,5,1,"0","0","0"
"1565",32,9,2,5,0,2,0,0,0,1,54,1,1,"0","0","0"
"1566",33,4,1,3,1,0,0,1,6,2,234,1,1,"0","0","0"
"1567",30,9,2,5,0,0,0,0,9,3,221,2,0,"1","1","1"
"1568",49,1,1,1,0,2,0,1,6,0,554,2,1,"0","0","0"
"1569",55,4,0,6,0,0,0,1,6,1,222,2,1,"0","0","0"
"1570",55,5,1,6,0,2,0,0,1,1,73,3,0,"0","0","0"
"1571",38,0,0,6,0,0,0,0,6,3,187,4,1,"0","0","0"
"1572",39,1,1,5,0,2,0,0,6,4,72,1,1,"0","0","0"
"1573",55,5,1,5,0,0,0,0,1,4,298,1,1,"0","0","0"
"1574",31,0,2,3,0,0,0,0,6,2,433,2,1,"1","0","0"
"1575",40,7,1,0,1,0,0,0,6,0,308,1,0,"0","0","0"
"1576",55,5,1,0,0,0,0,0,1,2,307,1,0,"1","0","0"
"1577",39,0,2,3,0,2,2,0,7,2,44,2,0,"0","0","0"
"1578",38,0,0,6,0,2,0,0,0,3,177,2,1,"0","0","0"
"1579",26,8,2,3,0,0,0,0,7,0,256,2,0,"1","1","1"
"1580",49,3,1,0,1,2,0,0,1,4,501,1,1,"0","0","0"
"1581",26,7,2,2,0,0,0,1,4,2,180,1,1,"0","0","0"
"1582",55,7,1,7,0,0,0,1,3,4,396,2,1,"0","0","0"
"1583",41,7,1,3,1,2,0,0,7,2,255,2,1,"0","0","0"
"1584",32,1,1,3,0,0,2,1,4,1,140,1,1,"0","0","0"
"1585",49,1,1,3,1,2,0,0,6,4,168,2,1,"0","0","0"
"1586",55,5,1,5,0,2,0,0,3,0,51,4,1,"0","0","0"
"1587",48,2,2,5,0,2,0,0,6,4,554,3,1,"0","0","0"
"1588",29,1,1,2,1,0,0,0,0,1,54,1,0,"0","0","0"
"1589",43,7,1,1,0,0,0,0,9,3,115,1,1,"1","1","1"
"1590",31,1,1,2,0,0,0,1,4,1,179,2,1,"0","0","0"
"1591",32,7,1,3,0,0,0,0,3,2,174,1,1,"0","0","0"
"1592",40,1,1,1,0,2,0,1,4,3,36,1,1,"0","0","0"
"1593",45,9,1,5,0,0,0,0,1,1,82,1,1,"0","0","0"
"1594",55,7,1,0,1,2,0,0,7,0,39,4,0,"0","0","0"
"1595",28,0,1,3,0,2,0,1,6,4,238,2,1,"0","0","0"
"1596",32,2,1,3,0,2,0,1,7,4,60,2,1,"0","0","0"
"1597",55,5,1,5,0,2,0,0,9,2,104,1,0,"0","0","0"
"1598",37,1,1,2,0,2,0,0,6,2,199,2,1,"0","0","0"
"1599",46,1,1,0,1,0,0,1,6,2,194,2,1,"0","0","0"
"1600",36,2,0,3,0,2,0,0,7,0,230,3,1,"0","0","0"
"1601",34,0,1,5,0,2,0,1,6,3,248,2,1,"0","0","0"
"1602",55,5,2,7,1,2,2,0,3,1,174,5,1,"0","0","0"
"1603",55,9,1,7,0,0,2,1,4,0,554,4,1,"0","0","0"
"1604",33,9,1,3,0,0,2,1,4,1,60,5,1,"0","0","0"
"1605",45,9,1,6,0,0,0,1,4,2,65,1,1,"0","0","0"
"1606",34,9,1,6,0,0,0,0,1,2,36,5,1,"0","0","0"
"1607",44,0,1,2,1,2,0,0,1,4,77,2,1,"0","0","0"
"1608",39,4,1,1,0,2,0,0,0,0,177,1,1,"0","0","0"
"1609",32,9,2,5,0,2,0,0,1,3,71,2,1,"0","0","0"
"1610",43,1,1,3,1,0,0,0,3,1,339,1,1,"0","0","0"
"1611",31,7,2,6,0,0,2,0,3,0,409,2,1,"0","1","1"
"1612",55,5,1,0,0,2,0,0,6,0,554,2,2,"1","1","1"
"1613",55,5,1,6,1,2,2,0,1,4,269,1,1,"0","0","0"
"1614",33,0,2,6,0,2,2,0,1,4,110,2,1,"0","0","0"
"1615",51,4,0,6,0,0,0,0,3,4,166,5,0,"0","0","0"
"1616",26,8,2,0,0,0,0,0,3,0,67,1,1,"0","0","0"
"1617",39,3,1,0,0,0,0,0,1,2,183,1,1,"0","0","0"
"1618",52,4,0,6,0,0,0,1,6,0,355,2,1,"0","0","0"
"1619",49,7,1,3,1,0,0,1,4,2,139,1,1,"0","0","0"
"1620",36,9,1,5,0,2,0,1,6,0,338,4,1,"0","0","0"
"1621",26,9,2,3,0,0,0,0,3,0,96,3,1,"0","0","0"
"1622",44,0,1,3,0,0,0,0,6,4,231,1,1,"0","0","0"
"1623",39,6,1,6,1,0,0,0,7,4,199,1,1,"0","0","0"
"1624",45,2,1,7,0,0,0,1,4,4,89,5,1,"0","0","0"
"1625",29,1,2,3,1,1,1,1,6,2,242,2,1,"0","0","0"
"1626",45,0,1,3,0,0,0,1,4,4,125,5,1,"0","0","0"
"1627",33,1,2,0,0,0,0,0,6,3,313,1,1,"0","0","0"
"1628",26,0,2,3,0,2,2,1,4,4,554,1,1,"0","0","0"
"1629",28,9,1,5,0,2,0,1,6,3,80,2,1,"0","0","0"
"1630",30,7,1,3,0,2,0,1,6,4,249,2,1,"0","0","0"
"1631",34,0,1,6,0,0,2,0,3,3,119,2,1,"0","0","0"
"1632",29,9,1,6,0,2,2,0,1,4,94,2,1,"0","0","0"
"1633",36,1,1,2,0,2,0,0,6,4,181,1,1,"0","0","0"
"1634",51,0,1,4,1,0,0,0,3,1,151,4,1,"0","0","0"
"1635",38,9,2,6,0,2,2,0,6,4,554,3,1,"1","1","1"
"1636",38,9,0,3,0,2,0,0,1,1,171,2,1,"0","0","0"
"1637",32,4,2,6,0,2,0,1,4,3,344,2,1,"0","0","0"
"1638",42,9,2,7,0,0,0,1,6,3,162,4,1,"0","0","0"
"1639",26,8,2,7,0,0,0,1,9,3,401,2,1,"1","1","1"
"1640",34,4,2,6,0,0,0,1,6,3,243,1,1,"0","0","0"
"1641",49,9,1,6,0,0,0,1,6,1,107,3,1,"0","0","0"
"1642",55,4,1,6,0,0,0,0,0,0,519,1,0,"0","0","0"
"1643",37,1,1,2,1,2,2,1,6,0,376,3,1,"0","0","0"
"1644",50,0,1,6,1,2,0,1,4,2,153,5,1,"0","0","0"
"1645",26,7,2,3,0,0,0,1,6,1,554,2,1,"0","0","0"
"1646",40,0,2,3,0,2,0,1,6,4,222,2,1,"0","0","0"
"1647",35,1,1,2,0,0,0,1,6,2,82,1,1,"0","0","0"
"1648",36,4,1,6,1,0,0,1,1,0,208,4,1,"0","0","0"
"1649",32,4,2,6,0,2,2,0,5,3,97,1,1,"0","0","0"
"1650",28,7,2,2,0,2,0,0,3,2,277,3,1,"0","0","0"
"1651",50,3,1,0,0,2,0,1,7,3,150,2,1,"0","0","0"
"1652",28,0,2,7,0,2,0,1,6,4,279,2,1,"0","0","0"
"1653",38,6,0,3,0,0,0,0,1,0,391,3,0,"1","0","0"
"1654",33,0,2,3,1,1,1,0,1,2,381,3,1,"0","0","0"
"1655",39,1,0,1,1,2,2,1,6,4,36,1,1,"0","0","0"
"1656",54,7,1,3,0,2,0,0,1,3,136,5,1,"0","0","0"
"1657",31,9,1,6,0,2,0,0,7,0,105,4,0,"0","0","0"
"1658",31,0,2,3,0,0,0,0,3,3,140,3,1,"0","0","0"
"1659",55,1,0,0,0,2,0,1,6,3,277,1,1,"0","0","0"
"1660",30,9,1,5,0,2,0,0,1,3,205,1,1,"0","0","0"
"1661",55,3,1,0,1,0,0,0,0,3,166,1,1,"0","0","0"
"1662",49,1,1,2,0,0,0,1,6,3,199,4,1,"0","0","0"
"1663",32,5,1,0,0,2,0,0,0,0,531,1,1,"0","0","0"
"1664",49,1,1,0,1,0,0,1,3,3,122,1,1,"0","0","0"
"1665",45,0,1,6,0,0,0,0,3,2,74,1,1,"0","0","0"
"1666",50,2,1,0,0,0,0,1,4,0,36,2,1,"0","0","0"
"1667",55,5,1,1,0,1,1,1,4,1,356,5,1,"0","0","0"
"1668",40,1,2,5,0,2,0,0,3,2,498,1,1,"0","0","0"
"1669",33,0,2,6,0,0,0,0,1,0,36,3,1,"0","0","0"
"1670",48,0,1,5,1,2,0,1,6,0,36,2,1,"0","0","0"
"1671",48,4,0,6,0,2,0,1,6,3,159,5,1,"0","0","0"
"1672",37,9,1,3,0,2,0,1,6,0,136,1,1,"0","0","0"
"1673",33,4,1,6,0,0,0,0,3,2,66,5,1,"0","0","0"
"1674",33,9,2,5,0,2,0,1,6,3,422,2,1,"0","0","0"
"1675",30,0,2,6,0,2,0,0,1,3,386,3,1,"0","0","0"
"1676",55,7,1,3,1,2,0,1,6,0,36,2,1,"0","0","0"
"1677",37,9,2,6,0,2,0,1,6,3,291,2,1,"0","0","0"
"1678",49,1,1,2,1,0,2,0,6,1,290,1,1,"0","0","0"
"1679",51,6,2,6,0,2,0,1,6,3,492,2,1,"0","0","0"
"1680",26,8,2,3,0,0,0,0,1,0,482,2,1,"1","0","0"
"1681",38,11,1,7,0,2,0,0,1,2,36,5,1,"0","0","0"
"1682",33,1,1,2,0,0,0,0,6,4,353,2,1,"0","0","0"
"1683",39,9,1,5,0,0,2,0,6,2,554,4,1,"1","1","1"
"1684",29,0,2,6,0,0,0,1,4,3,71,1,1,"0","0","0"
"1685",43,1,1,2,0,0,2,0,6,4,179,2,1,"0","0","0"
"1686",38,9,1,6,0,2,0,0,6,1,78,2,0,"0","0","0"
"1687",53,0,1,3,0,2,0,0,7,0,50,2,1,"0","0","0"
"1688",29,0,2,3,0,2,2,1,6,4,167,3,1,"0","0","0"
"1689",45,0,1,3,0,2,0,1,6,2,554,1,1,"0","0","0"
"1690",26,4,2,6,0,0,0,0,6,1,64,2,1,"0","0","0"
"1691",48,2,1,0,0,0,2,1,4,1,215,1,1,"0","0","0"
"1692",46,0,1,6,0,0,0,1,3,3,53,5,1,"0","0","0"
"1693",46,1,1,2,1,0,0,1,6,0,134,5,1,"0","0","0"
"1694",47,0,1,6,0,0,0,0,1,0,451,2,1,"1","0","0"
"1695",47,0,0,5,1,0,0,1,6,3,92,2,1,"0","0","0"
"1696",38,9,1,3,0,2,0,0,1,2,452,3,1,"0","0","0"
"1697",51,5,1,2,0,2,0,1,6,3,369,1,1,"0","0","0"
"1698",47,0,1,3,0,0,0,1,6,4,465,5,1,"0","0","0"
"1699",42,1,1,0,1,0,0,1,4,2,236,1,1,"0","0","0"
"1700",48,0,0,3,0,0,0,1,6,3,233,2,1,"0","0","0"
"1701",55,4,2,0,0,0,0,1,4,4,205,4,1,"0","0","0"
"1702",38,9,1,5,0,2,0,0,0,2,110,1,0,"0","0","0"
"1703",33,7,1,3,0,2,2,0,0,1,36,5,1,"0","0","0"
"1704",42,1,0,1,1,0,0,1,6,4,116,1,1,"0","0","0"
"1705",37,0,2,6,0,2,0,1,6,0,355,2,1,"0","0","0"
"1706",43,7,1,3,0,0,0,1,6,2,205,4,1,"0","0","0"
"1707",45,2,1,2,0,0,0,1,6,1,36,5,1,"0","0","0"
"1708",52,7,1,2,1,2,0,0,7,0,160,3,0,"0","0","0"
"1709",31,9,2,5,0,0,0,1,3,0,141,2,1,"0","0","0"
"1710",33,0,1,6,0,2,2,1,9,4,396,2,1,"1","1","1"
"1711",55,9,1,5,0,2,0,0,3,2,224,1,1,"0","0","0"
"1712",55,9,0,0,0,2,0,1,6,2,452,2,1,"0","0","0"
"1713",42,0,2,6,0,0,0,0,1,3,105,2,1,"0","0","0"
"1714",46,0,2,6,0,0,2,0,7,3,173,1,0,"0","0","0"
"1715",28,1,1,3,0,0,0,1,4,2,419,4,1,"0","0","0"
"1716",26,8,2,3,1,2,0,0,6,3,338,4,1,"0","0","0"
"1717",30,0,2,6,0,2,0,1,0,3,554,2,1,"1","1","1"
"1718",40,7,1,3,1,2,0,1,6,4,248,2,1,"0","0","0"
"1719",30,9,2,6,0,0,0,0,0,4,80,5,1,"0","0","0"
"1720",55,5,1,2,0,0,0,0,1,1,248,3,1,"0","0","0"
"1721",36,0,1,3,1,0,0,0,6,1,36,5,1,"0","0","0"
"1722",36,1,1,2,0,2,0,0,0,3,226,1,1,"0","0","0"
"1723",39,0,0,2,0,0,0,1,6,4,363,1,0,"0","0","0"
"1724",33,7,0,7,0,0,0,0,3,1,66,1,1,"0","0","0"
"1725",44,9,1,3,0,2,0,1,6,0,363,5,1,"0","0","0"
"1726",40,9,1,3,0,2,0,0,6,3,394,1,1,"0","0","0"
"1727",55,5,1,7,0,0,0,0,1,4,68,3,1,"0","0","0"
"1728",52,0,1,3,0,2,0,0,7,4,210,1,1,"0","0","0"
"1729",32,9,1,5,1,2,0,0,1,2,109,5,1,"0","0","0"
"1730",41,0,0,6,0,2,0,0,1,4,116,2,1,"0","0","0"
"1731",45,1,1,0,1,2,0,0,1,1,554,2,1,"0","0","0"
"1732",55,5,1,0,0,0,0,0,1,3,509,1,1,"0","0","0"
"1733",33,1,1,2,0,2,0,1,6,4,67,1,1,"0","0","0"
"1734",32,0,1,6,0,2,0,0,1,0,79,3,1,"0","0","0"
"1735",48,0,1,5,0,2,0,0,0,1,333,1,2,"0","0","0"
"1736",40,4,1,3,1,0,0,1,6,0,45,2,1,"0","0","0"
"1737",43,9,1,5,0,2,0,1,4,3,112,1,1,"0","0","0"
"1738",36,9,1,5,0,2,0,0,6,2,191,1,0,"0","0","0"
"1739",35,7,0,3,0,2,0,0,6,3,211,5,1,"0","0","0"
"1740",38,1,1,2,0,2,0,0,8,1,167,3,1,"0","0","0"
"1741",37,7,1,3,0,1,1,1,4,0,283,3,1,"0","0","0"
"1742",40,9,2,6,0,2,2,0,7,0,44,1,1,"0","0","0"
"1743",37,0,2,3,1,0,0,0,3,3,554,5,1,"0","0","0"
"1744",30,0,2,6,0,0,2,0,1,4,69,2,1,"0","0","0"
"1745",45,10,1,3,1,0,0,1,6,0,545,2,1,"0","0","0"
"1746",55,5,1,2,1,2,0,0,1,4,80,1,1,"0","0","0"
"1747",40,1,1,1,0,2,0,0,0,1,374,3,1,"0","0","0"
"1748",41,0,1,6,0,0,0,1,4,4,129,4,1,"0","0","0"
"1749",27,0,2,6,0,2,0,0,4,0,77,1,1,"0","0","0"
"1750",37,0,1,6,0,1,1,0,4,0,554,1,2,"1","1","1"
"1751",34,9,0,7,0,0,0,0,3,2,40,5,1,"0","0","0"
"1752",31,4,1,6,0,0,0,0,6,0,238,1,0,"0","0","0"
"1753",31,6,2,6,0,2,0,0,7,1,412,1,1,"0","0","0"
"1754",31,10,2,5,0,0,0,1,6,4,83,1,1,"0","0","0"
"1755",38,1,2,2,0,2,0,1,4,0,38,5,1,"0","0","0"
"1756",37,0,1,3,0,2,0,1,7,1,459,1,1,"1","1","1"
"1757",30,1,1,2,0,0,0,1,4,2,53,5,1,"0","0","0"
"1758",37,0,2,6,0,2,0,0,1,2,94,5,1,"0","0","0"
"1759",55,4,1,5,0,0,0,0,2,4,124,1,1,"0","0","0"
"1760",54,7,1,3,1,2,0,0,3,1,36,5,1,"0","0","0"
"1761",44,1,1,2,0,0,0,0,1,1,135,3,1,"0","0","0"
"1762",47,5,0,6,0,0,0,0,6,3,175,2,1,"0","0","0"
"1763",36,1,1,2,0,1,1,0,0,0,329,2,1,"0","0","0"
"1764",33,6,1,2,1,0,0,0,3,2,356,1,1,"0","0","0"
"1765",34,1,1,7,0,0,0,0,6,4,232,5,1,"0","0","0"
"1766",27,9,2,5,0,2,0,1,6,0,36,1,1,"0","0","0"
"1767",28,0,2,6,0,2,0,0,7,2,189,2,1,"0","0","0"
"1768",29,0,1,6,0,2,0,0,6,1,87,2,1,"0","0","0"
"1769",29,0,2,6,1,2,0,0,1,0,156,1,1,"0","0","0"
"1770",55,2,1,6,0,0,0,0,3,4,101,1,1,"0","0","0"
"1771",49,0,2,3,0,2,0,0,3,3,470,2,1,"0","0","0"
"1772",50,4,0,3,0,0,0,0,3,3,36,1,1,"0","0","0"
"1773",41,4,1,1,0,2,0,1,6,4,554,1,1,"0","0","0"
"1774",35,9,0,5,0,2,0,0,1,3,536,2,1,"1","0","0"
"1775",26,6,2,6,0,2,0,1,6,4,158,2,1,"0","0","0"
"1776",54,0,1,3,0,0,0,0,8,4,252,2,2,"1","1","1"
"1777",50,9,1,5,1,0,2,0,3,3,106,1,1,"0","0","0"
"1778",36,0,1,3,0,0,0,0,3,4,227,5,1,"0","0","0"
"1779",36,9,1,5,0,2,0,0,1,4,95,5,1,"0","0","0"
"1780",40,1,1,3,0,0,0,1,6,3,110,1,1,"0","0","0"
"1781",30,1,1,2,0,0,2,1,6,1,535,5,1,"0","0","0"
"1782",55,9,1,2,0,2,0,1,4,3,183,2,1,"0","0","0"
"1783",55,0,1,3,0,2,0,0,1,0,91,1,1,"0","0","0"
"1784",55,3,1,0,0,0,0,1,4,4,204,1,1,"0","0","0"
"1785",27,0,2,3,0,0,0,0,3,2,36,5,1,"0","0","0"
"1786",37,10,2,6,0,2,0,0,4,2,122,2,2,"0","0","0"
"1787",33,0,1,3,0,0,2,1,4,3,277,1,1,"0","0","0"
"1788",38,6,1,5,0,2,0,0,0,2,554,2,1,"1","0","0"
"1789",29,8,1,6,0,2,0,0,3,4,81,5,1,"0","0","0"
"1790",47,1,1,0,0,2,0,1,4,1,554,4,1,"0","0","0"
"1791",41,0,2,6,0,0,2,0,6,4,554,2,0,"1","1","1"
"1792",43,1,2,0,1,2,0,1,6,1,181,2,1,"0","0","0"
"1793",34,6,2,6,0,2,0,0,3,4,378,1,1,"0","0","0"
"1794",26,0,2,6,0,2,0,0,4,4,213,1,1,"1","1","1"
"1795",49,9,1,5,1,2,2,0,3,0,152,1,1,"0","0","0"
"1796",44,0,0,3,0,2,2,0,3,2,75,5,1,"0","0","0"
"1797",42,1,0,3,0,0,0,1,6,3,225,2,1,"0","0","0"
"1798",48,9,1,3,0,0,0,1,6,0,533,1,1,"0","0","0"
"1799",33,1,1,2,1,0,0,1,6,2,413,1,1,"0","0","0"
"1800",43,1,1,2,1,2,0,1,6,0,226,2,1,"0","0","0"
"1801",52,0,1,5,0,0,0,0,9,4,554,2,1,"0","0","0"
"1802",53,0,1,1,0,2,0,0,0,0,100,1,1,"0","0","0"
"1803",26,10,2,3,0,2,0,1,3,0,36,1,1,"0","0","0"
"1804",39,9,1,5,0,0,0,1,6,0,126,2,1,"0","0","0"
"1805",55,5,1,0,0,0,0,1,4,3,394,3,1,"0","0","0"
"1806",35,0,1,5,0,2,2,0,3,3,554,2,1,"0","0","0"
"1807",46,2,1,5,0,0,0,1,6,4,86,2,1,"0","0","0"
"1808",41,1,1,0,0,2,0,1,6,1,83,2,1,"0","0","0"
"1809",35,0,1,5,0,0,0,0,3,3,554,2,1,"0","0","0"
"1810",44,4,1,7,0,2,0,0,1,0,247,2,1,"0","0","0"
"1811",30,8,2,7,1,2,0,1,6,1,114,2,1,"0","0","0"
"1812",41,3,1,6,1,0,0,1,6,0,199,3,1,"0","0","0"
"1813",42,0,1,3,0,2,0,0,7,0,36,2,1,"0","0","0"
"1814",53,4,1,3,0,0,0,0,7,2,227,1,1,"1","0","0"
"1815",37,9,1,5,0,2,2,0,7,1,79,1,1,"0","0","0"
"1816",47,9,1,5,0,0,0,0,3,1,208,5,1,"0","0","0"
"1817",55,1,1,0,1,2,0,0,1,3,147,3,1,"0","0","0"
"1818",37,4,2,2,0,0,0,0,6,1,261,1,1,"0","0","0"
"1819",55,1,1,2,1,0,0,1,6,2,97,1,1,"0","0","0"
"1820",35,2,2,6,0,0,0,0,3,1,120,3,1,"0","0","0"
"1821",34,0,1,6,0,0,0,1,6,4,149,4,1,"0","0","0"
"1822",34,7,2,3,0,0,0,1,3,3,36,5,1,"0","0","0"
"1823",53,9,0,3,0,0,0,0,7,2,290,2,1,"0","0","0"
"1824",31,6,1,6,0,2,0,1,7,1,69,1,1,"0","0","0"
"1825",52,0,1,5,0,0,0,0,3,3,554,1,1,"0","0","0"
"1826",32,9,1,6,0,2,0,0,1,0,77,1,1,"0","0","0"
"1827",55,0,0,7,1,0,0,1,6,1,114,2,1,"0","0","0"
"1828",40,1,1,0,1,2,0,0,3,2,123,1,1,"0","0","0"
"1829",55,5,1,0,0,2,0,0,5,4,262,2,1,"1","1","1"
"1830",54,4,1,6,0,0,0,0,7,3,244,3,1,"0","0","0"
"1831",26,8,2,3,0,0,0,0,1,2,236,3,1,"0","0","0"
"1832",37,9,1,5,0,2,0,0,3,0,554,5,1,"1","1","1"
"1833",30,0,2,6,0,0,0,1,6,0,49,3,1,"0","0","0"
"1834",41,1,1,0,0,0,0,1,4,2,340,2,1,"0","0","0"
"1835",42,1,1,0,0,2,0,0,3,4,554,4,1,"0","0","0"
"1836",46,1,1,0,0,0,0,1,4,1,86,2,1,"0","0","0"
"1837",55,5,1,1,1,0,0,0,3,0,95,1,1,"0","0","0"
"1838",44,10,1,3,0,2,0,0,1,2,146,1,1,"0","0","0"
"1839",50,9,2,6,0,2,0,0,3,3,89,2,1,"0","0","0"
"1840",37,0,0,3,0,2,0,0,0,0,554,2,1,"0","0","0"
"1841",26,8,2,3,0,1,1,1,4,3,554,2,1,"0","0","0"
"1842",53,7,1,3,1,2,0,0,3,1,153,1,1,"0","0","0"
"1843",52,9,1,3,0,2,0,1,6,1,503,2,1,"0","0","0"
"1844",30,9,2,5,0,2,0,0,7,2,127,2,0,"0","0","0"
"1845",34,1,0,5,0,0,0,1,4,0,36,5,1,"0","0","0"
"1846",36,1,1,0,1,2,0,0,3,3,221,1,1,"0","0","0"
"1847",35,0,1,6,0,2,0,0,6,1,109,1,1,"0","0","0"
"1848",34,0,1,3,0,0,0,1,6,4,357,1,1,"0","0","0"
"1849",38,0,1,6,0,0,0,0,1,2,395,1,1,"0","0","0"
"1850",34,9,2,6,0,2,0,0,1,2,554,1,1,"0","0","0"
"1851",42,1,1,0,0,2,0,1,4,2,168,2,1,"0","0","0"
"1852",30,1,1,1,1,2,0,1,4,3,482,2,1,"0","0","0"
"1853",52,2,1,2,1,2,0,1,6,4,176,2,1,"0","0","0"
"1854",42,0,2,6,1,2,0,1,6,2,554,2,1,"0","0","0"
"1855",36,9,0,5,0,1,1,0,6,0,327,3,0,"0","0","0"
"1856",27,0,2,3,0,0,2,0,1,2,255,2,0,"1","1","1"
"1857",36,0,1,6,0,0,0,1,6,1,188,1,1,"0","0","0"
"1858",52,1,1,2,0,0,0,0,6,1,182,2,1,"0","0","0"
"1859",32,0,2,6,0,2,0,0,2,3,449,2,1,"0","0","0"
"1860",55,6,1,3,0,2,0,0,1,2,210,2,1,"0","0","0"
"1861",28,7,2,2,0,0,0,1,4,2,178,2,1,"0","0","0"
"1862",27,8,2,6,0,2,0,0,8,0,161,1,0,"1","1","1"
"1863",55,9,2,5,1,2,0,1,4,4,64,1,1,"0","0","0"
"1864",47,9,1,5,0,2,0,0,1,1,139,3,1,"0","0","0"
"1865",51,7,1,5,1,0,0,1,6,0,328,5,1,"0","0","0"
"1866",29,0,1,3,0,0,0,0,1,1,128,2,1,"1","1","1"
"1867",45,9,0,6,1,2,0,0,6,0,84,1,0,"0","0","0"
"1868",30,1,2,2,0,2,0,0,3,2,45,1,1,"0","0","0"
"1869",31,11,2,3,0,0,0,0,6,1,140,5,2,"0","0","0"
"1870",39,1,1,1,1,2,0,1,4,1,132,4,1,"0","0","0"
"1871",38,0,1,3,0,2,0,1,7,4,125,1,1,"0","0","0"
"1872",35,0,2,6,0,2,0,0,7,4,273,2,1,"0","0","0"
"1873",31,0,1,7,0,2,0,0,6,4,36,5,0,"0","0","0"
"1874",50,3,1,0,0,0,0,0,1,1,72,2,1,"0","0","0"
"1875",36,0,2,6,0,0,0,0,7,2,228,1,1,"0","0","0"
"1876",42,0,1,6,0,0,0,0,1,4,273,5,1,"0","0","0"
"1877",29,0,0,6,0,2,0,0,4,4,238,3,1,"1","1","1"
"1878",33,2,2,3,0,2,2,0,6,4,328,2,1,"0","0","0"
"1879",55,11,1,5,0,0,0,0,4,2,277,3,1,"1","1","1"
"1880",39,8,2,7,0,2,0,0,4,0,474,3,1,"1","0","0"
"1881",45,1,1,1,0,2,0,0,0,1,170,1,0,"0","0","0"
"1882",30,1,1,0,1,2,0,1,6,2,162,2,1,"0","0","0"
"1883",55,5,1,0,0,2,0,0,3,0,554,2,0,"0","0","0"
"1884",55,5,1,6,0,0,0,1,6,2,425,5,1,"0","0","0"
"1885",42,1,1,0,1,2,0,1,4,2,554,1,1,"0","0","0"
"1886",29,7,1,3,0,2,0,1,6,3,275,1,1,"0","0","0"
"1887",36,2,1,6,0,0,2,0,3,4,56,1,1,"0","0","0"
"1888",51,9,1,5,0,2,0,0,3,3,248,2,1,"0","0","0"
"1889",33,7,1,3,0,2,0,0,0,2,554,2,0,"1","0","0"
"1890",55,5,1,3,0,0,0,1,6,4,278,2,1,"0","0","0"
"1891",47,2,0,6,0,0,0,0,7,3,62,2,0,"0","0","0"
